Group,Identity,Coverage
groupe7,0.936,0.812
groupe7,0.974,1.0
groupe7,0.4,0.953
groupe7,0.989,1.0
groupe7,1.0,1.0
groupe7,0.978,1.0
groupe7,0.226,0.966
groupe7,0.967,1.0
groupe7,0.822,1.0
groupe7,0.833,1.0
groupe7,0.685,0.996
groupe7,1.0,1.0
groupe7,0.391,0.903
groupe7,0.24,0.962
groupe7,0.66,0.991
groupe7,0.627,0.975
groupe7,1.0,1.0
groupe7,0.33,0.967
groupe7,0.829,0.997
groupe7,0.66,0.731
groupe7,0.357,0.936
groupe7,0.845,0.819
groupe7,0.487,0.918
groupe7,0.14,0.888
groupe7,0.219,0.801
groupe7,0.986,1.0
groupe7,0.994,1.0
groupe7,0.989,1.0
groupe7,1.0,1.0
groupe7,0.375,0.978
groupe7,0.63,1.0
groupe7,1.0,1.0
groupe7,0.274,0.943
groupe7,0.675,0.997
groupe7,0.833,1.0
groupe7,0.963,0.998
groupe7,0.686,0.955
groupe7,0.881,0.961
groupe7,1.0,1.0
groupe7,0.984,1.0
groupe7,0.928,1.0
groupe7,0.179,0.747
groupe7,0.236,0.919
groupe7,0.797,0.961
groupe7,0.941,0.99
groupe7,0.992,1.0
groupe7,0.916,0.855
groupe7,0.271,0.976
groupe7,0.695,1.0
groupe7,0.984,1.0
groupe7,0.264,0.852
groupe7,0.297,0.991
groupe7,0.985,1.0
groupe7,0.288,0.871
groupe7,0.404,0.856
groupe7,1.0,1.0
groupe7,0.841,1.0
groupe7,0.987,1.0
groupe7,0.558,0.974
groupe7,1.0,1.0
groupe7,0.372,0.943
groupe7,1.0,1.0
groupe7,0.235,0.83
groupe7,0.477,0.991
groupe7,1.0,0.957
groupe7,0.64,1.0
groupe7,0.629,0.927
groupe7,0.946,0.981
groupe7,1.0,1.0
groupe7,0.25,0.919
groupe7,0.914,1.0
groupe7,0.509,0.914
groupe7,0.996,1.0
groupe7,0.833,1.0
groupe7,0.404,0.993
groupe7,0.45,0.975
groupe7,0.5,0.911
groupe7,1.0,1.0
groupe7,0.326,0.966
groupe7,0.932,1.0
groupe7,0.959,1.0
groupe7,0.986,0.996
groupe7,0.2,0.579
groupe7,0.485,0.95
groupe7,0.309,0.883
groupe7,0.622,1.0
groupe7,0.506,0.984
groupe7,0.725,1.0
groupe7,0.532,0.984
groupe7,0.952,1.0
groupe7,0.923,0.979
groupe7,1.0,1.0
groupe7,0.932,1.0
groupe7,0.869,1.0
groupe7,0.283,0.75
groupe7,1.0,1.0
groupe7,0.97,1.0
groupe7,0.821,0.9
groupe7,0.674,0.967
groupe7,0.649,1.0
groupe7,0.521,1.0
groupe7,0.563,0.829
groupe7,0.415,0.96
groupe7,1.0,1.0
groupe7,0.946,1.0
groupe7,0.982,0.977
groupe7,0.219,0.794
groupe7,0.918,0.972
groupe7,0.979,0.995
groupe7,1.0,1.0
groupe7,0.989,1.0
groupe7,0.329,0.873
groupe7,0.986,1.0
groupe7,0.904,0.981
groupe7,1.0,1.0
groupe7,0.203,0.823
groupe7,0.184,0.832
groupe7,0.971,1.0
groupe7,0.989,1.0
groupe7,0.324,0.979
groupe7,0.84,0.924
groupe7,0.52,0.992
groupe7,1.0,1.0
groupe7,0.305,0.931
groupe7,0.998,1.0
groupe7,0.976,1.0
groupe7,1.0,1.0
groupe7,0.609,0.986
groupe7,0.703,0.932
groupe7,0.973,1.0
groupe7,0.993,1.0
groupe7,0.151,0.654
groupe7,0.983,1.0
groupe7,0.963,1.0
groupe3,0.957,1.0
groupe3,0.38,0.96
groupe3,0.684,1.0
groupe3,0.354,0.941
groupe3,0.352,0.984
groupe3,0.955,1.0
groupe3,0.987,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.51,0.932
groupe3,0.463,0.959
groupe3,0.38,0.888
groupe3,0.932,1.0
groupe3,1.0,1.0
groupe3,0.989,1.0
groupe3,0.283,0.944
groupe3,0.907,1.0
groupe3,1.0,1.0
groupe3,0.985,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.227,0.971
groupe3,0.448,0.936
groupe3,0.981,1.0
groupe3,0.603,0.992
groupe3,0.407,0.909
groupe3,0.945,1.0
groupe3,0.5,0.983
groupe3,1.0,1.0
groupe3,0.864,0.997
groupe3,0.279,0.932
groupe3,0.275,0.916
groupe3,0.991,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.181,0.67
groupe3,0.272,0.957
groupe3,0.299,0.993
groupe3,0.995,1.0
groupe3,0.506,0.82
groupe3,0.986,1.0
groupe3,0.259,0.966
groupe3,0.935,1.0
groupe3,0.455,0.845
groupe3,0.932,1.0
groupe3,0.937,1.0
groupe3,0.17,0.952
groupe3,0.926,1.0
groupe3,1.0,1.0
groupe3,0.26,0.894
groupe3,1.0,0.987
groupe3,0.3,0.976
groupe3,0.969,1.0
groupe3,0.335,0.817
groupe3,0.32,0.858
groupe3,0.838,1.0
groupe3,0.431,0.919
groupe3,0.982,1.0
groupe3,0.672,0.951
groupe3,0.625,0.991
groupe3,1.0,1.0
groupe3,0.267,0.981
groupe3,0.974,1.0
groupe3,0.346,0.946
groupe3,0.969,1.0
groupe3,0.65,0.944
groupe3,0.453,0.93
groupe3,0.707,0.974
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.527,0.972
groupe3,0.412,0.942
groupe3,0.216,0.9
groupe3,0.28,0.621
groupe3,0.761,0.931
groupe3,1.0,1.0
groupe3,0.284,0.871
groupe3,0.781,1.0
groupe3,0.926,1.0
groupe3,0.362,0.97
groupe3,1.0,1.0
groupe3,0.49,0.926
groupe3,0.244,0.902
groupe3,0.887,0.96
groupe3,0.607,1.0
groupe3,1.0,1.0
groupe3,0.987,0.976
groupe3,0.239,0.904
groupe3,1.0,1.0
groupe3,0.287,0.779
groupe3,0.241,0.943
groupe3,0.717,0.969
groupe3,0.241,0.891
groupe3,0.99,1.0
groupe3,0.833,1.0
groupe3,0.958,1.0
groupe3,1.0,0.89
groupe3,0.397,1.0
groupe3,0.993,1.0
groupe3,1.0,1.0
groupe3,0.526,0.975
groupe3,0.917,1.0
groupe3,0.97,1.0
groupe3,0.156,0.606
groupe3,1.0,1.0
groupe3,0.937,0.998
groupe3,1.0,1.0
groupe3,0.984,0.992
groupe3,0.93,1.0
groupe3,0.595,0.988
groupe3,0.981,1.0
groupe3,1.0,1.0
groupe3,0.886,0.843
groupe3,0.982,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.232,0.954
groupe3,0.997,1.0
groupe3,0.303,0.942
groupe3,0.971,1.0
groupe3,0.424,0.975
groupe3,0.964,0.988
groupe3,0.339,0.927
groupe3,0.957,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.63,0.818
groupe3,1.0,1.0
groupe3,0.558,0.991
groupe3,0.5,0.992
groupe3,0.965,1.0
groupe3,0.317,0.902
groupe3,0.358,0.894
groupe3,0.997,0.971
groupe3,0.386,0.893
groupe3,0.456,0.962
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.306,0.784
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.938,0.995
groupe3,0.356,0.789
groupe3,0.688,0.955
groupe3,0.932,1.0
groupe3,0.981,1.0
groupe3,0.995,1.0
groupe3,0.242,0.941
groupe3,1.0,1.0
groupe3,0.766,0.961
groupe3,0.403,0.932
groupe3,0.932,1.0
groupe3,1.0,1.0
groupe3,0.976,0.994
groupe3,1.0,1.0
groupe3,0.258,0.973
groupe3,0.968,1.0
groupe3,0.53,0.976
groupe3,0.986,1.0
groupe3,0.253,0.904
groupe3,0.853,0.929
groupe3,0.887,0.805
groupe3,0.311,0.941
groupe3,1.0,1.0
groupe3,0.902,1.0
groupe3,0.988,1.0
groupe3,0.341,0.95
groupe3,0.903,1.0
groupe3,0.327,0.84
groupe3,0.989,1.0
groupe3,0.93,1.0
groupe3,0.946,1.0
groupe3,0.526,1.0
groupe3,0.857,1.0
groupe3,0.78,0.897
groupe3,0.635,0.889
groupe3,0.34,0.949
groupe3,0.442,0.971
groupe3,0.599,0.95
groupe3,1.0,1.0
groupe3,0.267,0.981
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.623,0.994
groupe3,0.62,0.998
groupe3,1.0,1.0
groupe3,0.232,0.926
groupe3,0.901,1.0
groupe3,0.863,1.0
groupe3,0.59,0.993
groupe3,0.932,1.0
groupe3,0.407,0.838
groupe3,0.392,0.944
groupe3,0.879,0.996
groupe3,1.0,1.0
groupe3,0.296,0.951
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.733,0.986
groupe3,0.888,1.0
groupe3,0.954,0.985
groupe3,0.933,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,0.992
groupe3,0.987,1.0
groupe3,0.426,0.956
groupe3,0.95,0.864
groupe3,0.833,0.976
groupe3,1.0,1.0
groupe3,0.304,0.886
groupe3,0.259,0.988
groupe3,1.0,1.0
groupe3,0.968,0.86
groupe3,1.0,1.0
groupe3,0.65,0.935
groupe3,1.0,1.0
groupe3,0.577,0.975
groupe3,0.986,1.0
groupe3,1.0,1.0
groupe3,0.922,0.927
groupe3,1.0,1.0
groupe3,0.915,1.0
groupe3,0.936,1.0
groupe3,0.82,0.847
groupe3,0.374,0.98
groupe3,0.199,0.766
groupe3,1.0,1.0
groupe3,0.236,0.697
groupe3,1.0,1.0
groupe3,0.606,0.956
groupe3,0.39,0.896
groupe3,0.335,0.929
groupe3,0.838,0.974
groupe3,0.434,0.947
groupe3,1.0,1.0
groupe3,0.995,1.0
groupe3,0.922,1.0
groupe3,0.326,0.661
groupe3,0.298,0.969
groupe3,0.981,1.0
groupe3,1.0,1.0
groupe3,0.478,0.963
groupe3,1.0,0.898
groupe3,0.657,0.997
groupe3,0.936,1.0
groupe3,0.985,1.0
groupe3,0.256,0.942
groupe3,1.0,1.0
groupe3,0.976,1.0
groupe3,1.0,0.965
groupe3,0.976,1.0
groupe3,0.796,1.0
groupe3,0.521,0.98
groupe3,0.278,0.881
groupe3,0.947,0.952
groupe3,0.983,1.0
groupe3,0.979,1.0
groupe3,0.6,0.816
groupe3,1.0,1.0
groupe3,0.963,1.0
groupe3,0.905,1.0
groupe3,0.298,0.952
groupe3,0.218,0.646
groupe3,0.922,1.0
groupe3,0.218,0.878
groupe3,0.379,0.96
groupe3,0.982,1.0
groupe3,0.583,0.971
groupe3,0.292,0.896
groupe3,0.875,0.936
groupe3,1.0,1.0
groupe3,0.371,0.743
groupe3,0.549,0.97
groupe3,0.579,1.0
groupe3,0.29,0.918
groupe3,0.343,0.986
groupe3,1.0,1.0
groupe3,0.545,0.863
groupe3,1.0,1.0
groupe3,0.657,0.971
groupe3,0.366,0.867
groupe3,0.429,0.92
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,0.978
groupe3,0.474,0.933
groupe3,0.436,0.952
groupe3,0.938,1.0
groupe3,1.0,1.0
groupe3,0.289,0.837
groupe3,0.953,0.989
groupe3,0.735,0.993
groupe3,1.0,1.0
groupe3,0.269,0.94
groupe3,0.971,1.0
groupe3,1.0,1.0
groupe3,0.625,0.957
groupe3,0.983,1.0
groupe3,0.664,0.982
groupe3,0.942,0.991
groupe3,1.0,1.0
groupe3,0.491,0.982
groupe3,0.828,0.941
groupe3,0.988,0.996
groupe3,0.339,0.895
groupe3,1.0,1.0
groupe3,0.989,1.0
groupe3,0.964,1.0
groupe3,0.349,0.814
groupe3,0.732,0.988
groupe3,1.0,1.0
groupe3,0.424,0.988
groupe3,0.842,0.991
groupe3,1.0,1.0
groupe3,0.229,0.804
groupe3,1.0,1.0
groupe3,0.99,0.997
groupe3,0.59,1.0
groupe3,1.0,1.0
groupe3,0.989,1.0
groupe3,1.0,1.0
groupe3,0.963,1.0
groupe3,0.339,0.83
groupe3,0.216,0.953
groupe3,0.967,1.0
groupe3,0.712,0.981
groupe3,0.92,0.987
groupe3,0.988,1.0
groupe3,0.993,0.993
groupe3,0.315,0.954
groupe3,0.581,0.986
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.354,0.95
groupe3,0.327,0.898
groupe3,1.0,0.966
groupe3,0.295,0.955
groupe3,1.0,1.0
groupe3,0.965,1.0
groupe3,0.92,0.998
groupe3,0.574,0.996
groupe3,0.884,0.915
groupe3,0.964,0.852
groupe3,0.336,0.919
groupe3,0.29,0.991
groupe3,0.313,0.764
groupe3,0.833,1.0
groupe3,0.763,0.957
groupe3,1.0,1.0
groupe3,0.98,1.0
groupe3,0.969,1.0
groupe3,0.977,1.0
groupe3,1.0,1.0
groupe3,0.295,0.929
groupe3,1.0,0.913
groupe3,0.791,0.916
groupe3,0.98,0.93
groupe3,0.642,0.98
groupe3,0.959,1.0
groupe3,0.301,0.724
groupe3,0.752,0.872
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.91,1.0
groupe3,1.0,1.0
groupe3,0.981,0.935
groupe3,0.765,0.734
groupe3,0.249,0.798
groupe3,0.182,0.766
groupe3,0.948,1.0
groupe3,0.909,0.992
groupe3,1.0,1.0
groupe3,0.663,0.972
groupe3,0.328,0.974
groupe3,1.0,1.0
groupe3,0.412,0.877
groupe3,0.492,1.0
groupe3,0.491,0.994
groupe3,0.812,0.993
groupe3,1.0,1.0
groupe3,0.6,0.994
groupe3,1.0,1.0
groupe3,0.286,0.938
groupe3,0.443,0.952
groupe3,0.39,0.975
groupe3,0.656,0.992
groupe3,0.301,0.827
groupe3,1.0,1.0
groupe3,0.19,0.828
groupe3,0.553,0.962
groupe3,0.182,0.754
groupe3,0.326,0.812
groupe3,0.994,1.0
groupe3,0.48,0.889
groupe3,0.415,0.957
groupe3,0.28,0.812
groupe3,0.986,1.0
groupe3,0.985,1.0
groupe3,0.512,0.967
groupe3,0.88,0.783
groupe3,0.857,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.407,0.973
groupe3,0.462,0.989
groupe3,0.988,0.96
groupe3,0.989,1.0
groupe3,0.429,0.914
groupe3,0.493,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.711,1.0
groupe3,1.0,1.0
groupe3,0.975,1.0
groupe3,0.994,1.0
groupe3,0.432,0.966
groupe3,0.432,0.927
groupe3,0.235,0.897
groupe3,0.909,0.985
groupe3,0.564,0.933
groupe3,1.0,1.0
groupe3,0.987,0.864
groupe3,1.0,1.0
groupe3,0.9,0.996
groupe3,1.0,1.0
groupe3,0.615,0.948
groupe3,0.792,0.983
groupe3,1.0,1.0
groupe3,0.935,1.0
groupe3,0.579,0.898
groupe3,0.952,1.0
groupe3,0.3,0.897
groupe3,0.317,0.992
groupe3,1.0,1.0
groupe3,0.957,1.0
groupe3,0.614,0.776
groupe3,0.635,0.954
groupe3,0.212,0.808
groupe3,0.992,1.0
groupe3,0.946,1.0
groupe3,0.541,0.949
groupe3,1.0,1.0
groupe3,0.561,0.941
groupe3,0.533,0.975
groupe3,0.279,0.752
groupe3,1.0,0.914
groupe3,0.982,1.0
groupe3,0.96,1.0
groupe3,1.0,1.0
groupe3,0.983,1.0
groupe3,0.64,0.884
groupe3,1.0,1.0
groupe3,0.278,0.827
groupe3,1.0,1.0
groupe3,0.743,1.0
groupe3,0.333,0.986
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.29,0.905
groupe3,0.989,1.0
groupe3,0.97,1.0
groupe3,0.337,0.922
groupe3,0.271,0.841
groupe3,0.389,0.731
groupe3,0.4,0.933
groupe3,0.869,1.0
groupe3,0.385,0.889
groupe3,0.561,0.939
groupe3,0.657,0.982
groupe3,0.327,0.943
groupe3,1.0,1.0
groupe3,0.833,1.0
groupe3,0.278,0.964
groupe3,0.97,0.84
groupe3,0.994,1.0
groupe3,0.487,0.93
groupe3,0.56,0.829
groupe3,1.0,1.0
groupe3,0.977,1.0
groupe3,0.218,0.906
groupe3,0.221,0.875
groupe3,0.976,1.0
groupe3,0.959,1.0
groupe3,0.882,0.981
groupe3,0.264,0.811
groupe3,0.753,0.994
groupe3,0.922,1.0
groupe3,0.182,0.959
groupe3,0.472,0.902
groupe3,0.241,0.887
groupe3,0.359,0.886
groupe3,0.981,1.0
groupe3,0.334,0.806
groupe3,0.948,0.972
groupe3,1.0,0.784
groupe3,0.497,0.976
groupe3,0.339,0.954
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.602,0.937
groupe3,0.789,0.99
groupe3,0.987,1.0
groupe3,0.934,0.963
groupe3,0.895,0.914
groupe3,0.652,0.966
groupe3,0.242,0.789
groupe3,1.0,1.0
groupe3,0.62,0.986
groupe3,0.356,0.98
groupe3,0.38,0.932
groupe3,0.991,1.0
groupe3,0.439,0.887
groupe3,0.431,0.975
groupe3,0.493,0.925
groupe3,0.455,0.984
groupe3,0.875,1.0
groupe3,1.0,1.0
groupe3,0.215,0.931
groupe3,0.959,0.935
groupe3,0.235,0.752
groupe3,0.632,0.966
groupe3,0.764,0.928
groupe3,0.24,0.926
groupe3,0.261,0.963
groupe3,1.0,1.0
groupe3,0.929,1.0
groupe3,0.264,0.773
groupe3,0.984,1.0
groupe3,0.28,0.884
groupe3,0.4,0.973
groupe3,0.767,1.0
groupe3,0.865,1.0
groupe3,1.0,1.0
groupe3,0.82,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.232,0.931
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.714,1.0
groupe3,0.99,1.0
groupe3,0.27,0.968
groupe3,1.0,1.0
groupe3,0.923,0.919
groupe3,0.847,0.976
groupe3,0.923,1.0
groupe3,0.283,0.951
groupe3,1.0,1.0
groupe3,0.158,0.637
groupe3,0.988,1.0
groupe3,0.241,0.86
groupe3,0.562,0.955
groupe3,1.0,1.0
groupe3,0.987,1.0
groupe3,0.884,0.847
groupe3,1.0,1.0
groupe3,0.189,0.72
groupe3,0.615,0.991
groupe3,1.0,1.0
groupe3,0.44,0.942
groupe3,0.806,0.877
groupe3,0.706,1.0
groupe3,0.571,0.954
groupe3,0.562,0.963
groupe3,0.66,0.921
groupe3,1.0,1.0
groupe3,0.946,0.92
groupe3,1.0,1.0
groupe3,0.988,1.0
groupe3,1.0,1.0
groupe3,0.194,0.835
groupe3,0.232,0.973
groupe3,0.972,1.0
groupe3,0.257,0.933
groupe3,0.794,0.993
groupe3,0.952,0.984
groupe3,0.854,0.986
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.438,0.993
groupe3,0.201,0.905
groupe3,0.684,0.939
groupe3,0.788,0.985
groupe3,0.902,0.955
groupe3,0.995,1.0
groupe3,0.83,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.305,0.851
groupe3,0.32,0.936
groupe3,0.765,1.0
groupe3,0.375,0.719
groupe3,0.973,0.997
groupe3,0.451,0.977
groupe3,0.284,0.966
groupe3,0.98,1.0
groupe3,0.9,0.699
groupe3,0.5,0.935
groupe3,0.76,1.0
groupe3,1.0,1.0
groupe3,0.627,0.987
groupe3,0.583,0.956
groupe3,0.988,1.0
groupe3,0.68,0.824
groupe3,0.514,0.982
groupe3,0.325,0.89
groupe3,0.649,0.738
groupe3,0.859,1.0
groupe3,0.991,1.0
groupe3,0.444,0.962
groupe3,0.958,1.0
groupe3,0.991,0.866
groupe3,0.961,0.994
groupe3,0.289,0.982
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.918,0.99
groupe3,0.407,0.831
groupe3,0.957,1.0
groupe3,0.333,0.877
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.987,1.0
groupe3,1.0,1.0
groupe3,1.0,0.993
groupe3,0.89,0.986
groupe3,0.99,1.0
groupe3,0.291,0.651
groupe3,0.821,1.0
groupe3,0.556,0.966
groupe3,0.905,1.0
groupe3,1.0,1.0
groupe3,0.566,0.991
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,0.923
groupe3,0.735,0.966
groupe3,1.0,1.0
groupe3,0.984,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.461,1.0
groupe3,1.0,1.0
groupe3,0.286,0.93
groupe3,0.528,0.942
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.5,0.982
groupe3,0.464,0.987
groupe3,0.587,0.944
groupe3,0.139,0.865
groupe3,1.0,1.0
groupe3,0.973,1.0
groupe3,0.796,1.0
groupe3,0.934,1.0
groupe3,0.235,0.915
groupe3,0.8,1.0
groupe3,0.239,0.911
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.664,0.995
groupe3,0.229,0.89
groupe3,1.0,1.0
groupe3,0.874,0.989
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.526,0.987
groupe3,1.0,1.0
groupe3,0.494,0.933
groupe3,0.967,1.0
groupe3,1.0,1.0
groupe3,0.58,0.939
groupe3,1.0,1.0
groupe3,0.23,0.947
groupe3,1.0,0.916
groupe3,0.99,1.0
groupe3,1.0,1.0
groupe3,0.912,0.769
groupe3,1.0,1.0
groupe3,0.983,0.976
groupe3,0.987,1.0
groupe3,0.273,0.926
groupe3,0.347,0.917
groupe3,0.599,0.935
groupe3,0.956,0.982
groupe3,0.844,1.0
groupe3,1.0,0.988
groupe3,0.814,0.973
groupe3,0.496,0.931
groupe3,1.0,1.0
groupe3,0.301,0.927
groupe3,0.906,0.996
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.927,1.0
groupe3,1.0,1.0
groupe3,0.71,0.691
groupe3,0.678,0.994
groupe3,0.138,0.76
groupe3,1.0,1.0
groupe3,1.0,0.894
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.981,1.0
groupe3,0.832,0.981
groupe3,0.373,0.994
groupe3,0.834,0.989
groupe3,0.887,1.0
groupe3,1.0,1.0
groupe3,0.31,0.94
groupe3,0.385,0.978
groupe3,1.0,1.0
groupe3,0.975,1.0
groupe3,0.983,1.0
groupe3,0.817,0.991
groupe3,0.508,0.985
groupe3,1.0,1.0
groupe3,0.524,0.684
groupe3,1.0,1.0
groupe3,0.258,0.946
groupe3,0.884,1.0
groupe3,0.621,1.0
groupe3,0.976,1.0
groupe3,1.0,1.0
groupe3,0.718,0.98
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.455,0.984
groupe3,0.986,1.0
groupe3,0.959,1.0
groupe3,0.939,1.0
groupe3,0.979,1.0
groupe3,0.869,1.0
groupe3,1.0,1.0
groupe3,0.975,0.958
groupe3,0.98,1.0
groupe3,0.802,0.985
groupe3,0.477,0.806
groupe3,0.886,1.0
groupe3,0.926,0.993
groupe3,0.468,0.938
groupe3,1.0,1.0
groupe3,0.982,1.0
groupe3,0.938,1.0
groupe3,0.263,0.968
groupe3,1.0,1.0
groupe3,0.938,1.0
groupe3,1.0,1.0
groupe3,0.994,0.973
groupe3,1.0,1.0
groupe3,0.899,0.976
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.871,0.984
groupe3,0.806,1.0
groupe3,0.784,0.981
groupe3,0.573,0.977
groupe3,0.959,1.0
groupe3,0.585,0.97
groupe3,0.261,0.886
groupe3,0.321,0.904
groupe3,0.381,0.935
groupe3,0.62,0.972
groupe3,0.621,1.0
groupe3,0.754,0.987
groupe3,1.0,1.0
groupe3,0.9,1.0
groupe3,0.245,0.878
groupe3,0.368,0.945
groupe3,0.892,0.968
groupe3,0.532,0.891
groupe3,0.977,1.0
groupe3,0.987,1.0
groupe3,0.991,1.0
groupe3,1.0,1.0
groupe3,0.295,0.931
groupe3,0.369,0.992
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.778,1.0
groupe3,0.992,1.0
groupe3,0.945,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.987,1.0
groupe3,1.0,1.0
groupe3,0.209,0.96
groupe3,0.226,0.934
groupe3,0.343,0.83
groupe3,0.391,0.993
groupe3,0.953,0.982
groupe3,0.971,1.0
groupe3,0.945,1.0
groupe3,0.979,1.0
groupe3,0.504,0.96
groupe3,0.189,0.937
groupe3,0.772,0.99
groupe3,0.984,1.0
groupe3,0.997,0.997
groupe3,1.0,0.992
groupe3,0.514,0.904
groupe3,1.0,1.0
groupe3,0.363,0.917
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.431,0.988
groupe3,1.0,1.0
groupe3,0.655,0.948
groupe3,0.867,1.0
groupe3,0.387,0.968
groupe3,0.278,0.98
groupe3,0.541,1.0
groupe3,0.366,0.941
groupe3,0.659,1.0
groupe3,0.549,0.915
groupe3,0.947,1.0
groupe3,1.0,1.0
groupe3,0.384,0.958
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.7,0.991
groupe3,0.991,1.0
groupe3,0.996,1.0
groupe3,0.977,1.0
groupe3,0.895,1.0
groupe3,0.993,1.0
groupe3,0.998,1.0
groupe3,0.338,0.982
groupe3,0.996,1.0
groupe3,0.312,0.902
groupe3,0.851,1.0
groupe3,0.982,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.541,0.933
groupe3,0.311,0.868
groupe3,0.273,0.77
groupe3,1.0,1.0
groupe3,0.369,0.975
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.324,0.978
groupe3,0.446,0.723
groupe3,0.322,0.956
groupe3,0.271,0.965
groupe3,0.94,1.0
groupe3,0.448,0.817
groupe3,0.228,0.978
groupe3,0.802,1.0
groupe3,0.993,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,0.98,1.0
groupe3,1.0,1.0
groupe3,0.928,1.0
groupe3,0.415,0.995
groupe3,0.424,0.955
groupe3,0.409,0.974
groupe3,0.993,0.936
groupe3,0.965,1.0
groupe3,0.576,0.977
groupe3,1.0,1.0
groupe3,0.539,0.992
groupe3,0.536,0.997
groupe3,0.521,1.0
groupe3,0.989,1.0
groupe3,0.9,1.0
groupe3,0.994,0.745
groupe3,0.792,0.969
groupe3,0.824,0.934
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
groupe3,1.0,1.0
